"wage","education","experience","ethnicity","smsa","region","parttime"
759.07,8,34,"cauc","yes","northeast","no"
617.28,12,36,"cauc","yes","northeast","no"
379.87,8,50,"cauc","yes","northeast","no"
902.18,14,20,"cauc","yes","northeast","no"
949.67,11,39,"cauc","yes","northeast","no"
830.96,12,20,"cauc","yes","northeast","no"
1282.05,15,25,"cauc","yes","northeast","no"
802.47,12,24,"cauc","yes","northeast","no"
1068.38,15,9,"cauc","yes","northeast","yes"
2089.27,17,29,"cauc","yes","northeast","no"
712.25,12,34,"cauc","yes","northeast","no"
610.49,13,12,"afam","yes","northeast","no"
842.83,12,21,"cauc","yes","northeast","no"
783.48,12,38,"cauc","yes","northeast","no"
783.48,15,5,"cauc","yes","northeast","no"
205.76,14,1,"cauc","yes","northeast","no"
116.96,13,1,"cauc","yes","northeast","no"
1068.38,12,19,"cauc","yes","northeast","no"
949.67,18,23,"cauc","yes","northeast","no"
356.13,12,42,"cauc","yes","northeast","no"
691.36,12,28,"cauc","yes","northeast","no"
206.55,15,2,"cauc","yes","northeast","no"
313.79,12,3,"cauc","yes","northeast","no"
997.15,18,6,"cauc","yes","northeast","no"
1068.38,12,23,"cauc","yes","northeast","no"
735.99,12,26,"cauc","yes","northeast","no"
118.71,16,41,"afam","yes","northeast","no"
1271.96,12,29,"cauc","yes","northeast","no"
918.38,9,16,"cauc","yes","northeast","no"
445.63,10,40,"cauc","yes","northeast","no"
498.58,12,3,"cauc","yes","northeast","no"
641.03,12,22,"cauc","yes","northeast","no"
962.96,15,25,"cauc","yes","northeast","no"
199.43,12,0,"cauc","yes","northeast","yes"
166.19,4,32,"cauc","yes","northeast","no"
427.35,14,4,"cauc","yes","northeast","no"
868.95,16,4,"cauc","yes","northeast","no"
444.44,12,14,"cauc","yes","northeast","no"
271.6,12,24,"cauc","yes","northeast","no"
546.06,2,16,"cauc","yes","northeast","no"
759.73,16,16,"cauc","yes","northeast","no"
830.96,18,17,"cauc","yes","northeast","no"
427.35,12,10,"cauc","yes","northeast","no"
2374.15,16,10,"cauc","yes","northeast","no"
481.96,18,24,"cauc","yes","northeast","no"
439.81,15,-2,"cauc","yes","northeast","no"
593.54,12,11,"cauc","yes","northeast","no"
199.91,16,3,"cauc","yes","northeast","no"
320.51,12,39,"cauc","yes","northeast","no"
474.83,14,14,"cauc","yes","northeast","no"
356.13,12,12,"cauc","yes","northeast","no"
522.32,12,32,"cauc","yes","northeast","no"
498.58,14,24,"cauc","yes","northeast","no"
462.96,11,23,"cauc","yes","northeast","no"
843.83,17,34,"cauc","yes","northeast","no"
1115.86,16,8,"cauc","yes","northeast","no"
830.96,12,43,"cauc","yes","northeast","no"
379.84,9,36,"cauc","yes","northeast","no"
888.83,10,46,"cauc","yes","northeast","no"
593.54,12,22,"cauc","yes","northeast","no"
643,12,22,"afam","yes","northeast","no"
83.1,8,55,"afam","yes","northeast","yes"
555.56,10,25,"afam","yes","northeast","no"
641.03,14,20,"cauc","yes","northeast","no"
569.8,12,18,"cauc","yes","northeast","no"
1305.79,12,22,"cauc","yes","northeast","no"
1198.96,18,12,"cauc","yes","northeast","no"
522.32,12,23,"cauc","yes","northeast","no"
819.52,12,35,"cauc","yes","northeast","no"
138.93,12,2,"cauc","yes","northeast","yes"
704.44,10,46,"cauc","yes","northeast","no"
1187.08,12,43,"cauc","yes","northeast","no"
2374.15,16,31,"cauc","yes","northeast","no"
1068.38,15,31,"cauc","yes","northeast","no"
771.6,12,16,"cauc","yes","northeast","no"
403.61,12,8,"cauc","yes","northeast","no"
391.74,12,43,"cauc","yes","northeast","no"
393.14,12,7,"cauc","yes","northeast","no"
876.07,13,26,"cauc","yes","northeast","no"
1258.31,12,22,"cauc","yes","northeast","no"
189.93,12,1,"cauc","yes","northeast","no"
688.51,15,4,"cauc","yes","northeast","no"
1156.22,12,25,"cauc","yes","northeast","no"
74.07,12,0,"cauc","yes","northeast","yes"
664.77,12,30,"cauc","yes","northeast","no"
427.35,12,8,"cauc","yes","northeast","no"
555.56,11,29,"afam","yes","northeast","no"
246.91,12,3,"afam","yes","northeast","no"
427.35,12,38,"afam","yes","northeast","no"
118.71,12,7,"afam","yes","northeast","yes"
379.87,12,4,"cauc","yes","northeast","no"
1139.6,15,12,"afam","yes","northeast","no"
352.73,11,13,"cauc","yes","northeast","no"
1305.79,12,41,"cauc","yes","northeast","no"
783.48,11,21,"cauc","yes","northeast","no"
246.91,10,7,"cauc","yes","northeast","no"
237.42,12,16,"afam","yes","northeast","no"
830.96,14,17,"cauc","yes","northeast","no"
679.01,8,41,"cauc","yes","northeast","no"
379.87,12,17,"cauc","yes","northeast","no"
57.61,12,0,"cauc","yes","northeast","yes"
299.03,12,3,"cauc","yes","northeast","no"
689.53,11,38,"cauc","yes","northeast","no"
949.67,16,15,"cauc","yes","northeast","no"
1424.5,16,29,"cauc","yes","northeast","no"
617.28,18,9,"cauc","yes","northeast","no"
64.01,14,0,"cauc","yes","northeast","yes"
826.21,12,22,"cauc","yes","northeast","no"
652.9,12,37,"cauc","yes","northeast","no"
296.77,12,7,"afam","yes","northeast","no"
712.25,10,34,"afam","yes","northeast","no"
823.05,12,35,"afam","yes","northeast","no"
641.03,17,18,"cauc","yes","northeast","yes"
237.42,4,41,"cauc","yes","northeast","no"
617.28,11,31,"cauc","yes","northeast","no"
61.73,12,11,"cauc","yes","northeast","yes"
830.96,18,19,"cauc","yes","northeast","no"
498.58,12,46,"cauc","yes","northeast","no"
484.14,16,5,"cauc","yes","northeast","no"
1234.57,12,20,"cauc","yes","northeast","no"
1424.5,12,37,"cauc","yes","northeast","no"
1851.85,18,-1,"cauc","yes","northeast","no"
3806.58,16,-1,"cauc","yes","northeast","no"
193.49,13,7,"cauc","yes","northeast","no"
997.15,18,4,"cauc","yes","northeast","no"
735.99,13,28,"cauc","yes","northeast","no"
403.61,14,6,"cauc","yes","northeast","no"
327.54,16,2,"cauc","yes","northeast","no"
830.96,12,6,"cauc","yes","northeast","no"
1469.72,12,14,"cauc","yes","northeast","no"
2374.15,18,10,"cauc","yes","northeast","no"
712.25,13,17,"cauc","yes","northeast","no"
474.83,12,20,"cauc","yes","northeast","no"
641.03,12,19,"cauc","yes","northeast","no"
1827.16,17,17,"cauc","yes","northeast","no"
1424.5,16,41,"cauc","yes","northeast","no"
830.96,16,18,"cauc","yes","northeast","no"
759.73,18,17,"cauc","yes","northeast","no"
1068.38,16,33,"cauc","yes","northeast","no"
1424.5,14,47,"cauc","yes","northeast","no"
617.28,15,2,"cauc","yes","northeast","no"
123.46,12,0,"cauc","yes","northeast","yes"
664.77,11,43,"cauc","yes","northeast","no"
493.83,14,0,"cauc","yes","northeast","no"
918.75,18,15,"cauc","yes","northeast","no"
427.16,12,3,"cauc","yes","northeast","no"
294.16,12,1,"cauc","yes","northeast","no"
937.8,16,28,"afam","yes","northeast","no"
522.32,12,45,"cauc","yes","northeast","no"
451.09,13,8,"cauc","yes","northeast","no"
617.28,13,8,"afam","yes","northeast","no"
432.1,13,18,"afam","yes","northeast","no"
154.32,12,11,"cauc","yes","northeast","no"
173.31,7,16,"cauc","yes","northeast","no"
759.73,12,14,"cauc","yes","northeast","no"
1044.63,16,33,"cauc","yes","northeast","no"
1661.92,16,23,"cauc","yes","northeast","no"
277.78,16,0,"cauc","yes","northeast","yes"
385.8,15,-1,"cauc","yes","northeast","no"
320.51,12,14,"afam","yes","northeast","no"
106.84,12,1,"afam","yes","northeast","no"
154.32,10,2,"afam","yes","northeast","yes"
368,15,15,"afam","yes","northeast","no"
339.51,12,26,"afam","yes","northeast","no"
237.42,12,1,"cauc","yes","northeast","no"
474.83,12,8,"afam","yes","northeast","no"
949.67,10,36,"afam","yes","northeast","no"
593.54,6,26,"cauc","yes","northeast","no"
472.36,16,5,"cauc","yes","northeast","no"
622.03,6,26,"afam","yes","northeast","no"
522.32,16,8,"cauc","yes","northeast","no"
626.78,14,4,"cauc","yes","northeast","no"
403.61,12,4,"afam","yes","northeast","no"
427.35,12,43,"cauc","yes","northeast","no"
617.28,18,16,"cauc","yes","northeast","no"
1187.08,16,6,"cauc","yes","northeast","no"
902.18,10,24,"cauc","yes","northeast","no"
1187.08,16,27,"cauc","yes","northeast","no"
1135.8,12,35,"cauc","yes","northeast","no"
427.35,10,10,"cauc","yes","northeast","no"
712.25,12,24,"afam","yes","northeast","no"
246.2,14,28,"afam","yes","northeast","no"
1495.73,14,11,"afam","yes","northeast","no"
848.77,14,10,"cauc","yes","northeast","no"
189.93,12,15,"afam","yes","northeast","no"
552.14,9,39,"cauc","yes","northeast","no"
830.96,16,5,"cauc","yes","northeast","no"
1372.27,16,14,"cauc","yes","northeast","no"
546.06,18,7,"cauc","yes","northeast","no"
664.77,15,12,"cauc","yes","northeast","no"
641.03,13,30,"cauc","yes","northeast","no"
1780.63,16,10,"cauc","yes","northeast","no"
1044.63,12,29,"cauc","yes","northeast","no"
537.27,16,28,"cauc","yes","northeast","no"
1424.5,12,34,"cauc","yes","northeast","no"
1105.97,18,19,"cauc","yes","northeast","no"
138.27,12,0,"cauc","yes","northeast","yes"
456.91,11,13,"cauc","yes","northeast","no"
657.64,16,17,"cauc","yes","northeast","no"
1068.38,16,17,"cauc","yes","northeast","no"
1495.73,16,15,"cauc","yes","northeast","no"
830.96,16,8,"cauc","yes","northeast","no"
546.06,14,44,"cauc","yes","northeast","no"
370.37,11,12,"cauc","yes","northeast","no"
379.87,16,17,"cauc","yes","northeast","no"
731.24,16,6,"afam","yes","northeast","no"
308.64,12,32,"cauc","yes","northeast","no"
617.28,13,11,"cauc","yes","northeast","no"
474.83,10,9,"cauc","yes","northeast","no"
1187.08,18,18,"cauc","yes","northeast","no"
1369.9,17,17,"cauc","yes","northeast","no"
1780.63,16,19,"cauc","yes","northeast","no"
1068.38,16,13,"afam","yes","northeast","no"
1068.38,18,4,"cauc","yes","northeast","no"
569.8,10,26,"cauc","yes","northeast","no"
593.54,8,44,"cauc","yes","northeast","no"
664.77,12,41,"afam","yes","northeast","no"
379.87,12,44,"cauc","yes","northeast","no"
498.58,12,7,"cauc","yes","northeast","no"
712.25,12,24,"afam","yes","northeast","no"
425.71,15,48,"afam","yes","northeast","yes"
246.3,11,14,"afam","yes","northeast","no"
1155.77,12,33,"cauc","yes","northeast","no"
284.9,6,16,"cauc","yes","northeast","no"
123.46,12,6,"cauc","yes","northeast","no"
997.15,12,16,"cauc","yes","northeast","no"
253.24,11,5,"cauc","yes","northeast","no"
356.13,12,3,"cauc","yes","northeast","no"
593.54,5,41,"cauc","yes","northeast","no"
411.52,12,10,"cauc","yes","northeast","no"
303.89,2,36,"cauc","yes","northeast","no"
273.03,12,35,"cauc","yes","northeast","no"
403.61,14,16,"afam","yes","northeast","no"
344.25,13,4,"cauc","yes","northeast","no"
284.9,10,10,"cauc","yes","northeast","no"
641.03,16,14,"cauc","yes","northeast","no"
2374.15,18,20,"cauc","yes","northeast","no"
2469.11,17,21,"cauc","yes","northeast","no"
729.52,12,22,"cauc","yes","northeast","no"
569.8,17,35,"cauc","yes","northeast","no"
546.06,16,5,"cauc","yes","northeast","no"
205.76,16,0,"cauc","yes","northeast","no"
712.25,12,33,"cauc","yes","northeast","no"
94.97,13,6,"cauc","yes","northeast","yes"
712.25,15,14,"cauc","yes","northeast","no"
1929.96,17,31,"cauc","yes","northeast","no"
835.26,16,1,"cauc","yes","northeast","no"
474.83,12,44,"cauc","yes","northeast","no"
1282.05,18,9,"cauc","yes","northeast","no"
2051.04,18,11,"cauc","yes","northeast","no"
949.67,11,28,"cauc","yes","northeast","no"
1197.2,16,37,"cauc","yes","northeast","no"
333.33,16,-1,"cauc","yes","northeast","no"
854.7,12,24,"cauc","yes","northeast","no"
968.33,12,52,"cauc","yes","northeast","yes"
953.94,13,47,"cauc","yes","northeast","no"
1118.23,12,31,"cauc","yes","northeast","no"
668.72,16,31,"cauc","yes","northeast","no"
1187.08,16,3,"cauc","yes","northeast","no"
1187.08,18,38,"cauc","yes","northeast","no"
474.83,16,39,"cauc","yes","northeast","no"
200.2,12,4,"cauc","yes","northeast","no"
1694.5,18,11,"cauc","yes","northeast","no"
2255.46,15,7,"cauc","yes","northeast","no"
522.32,10,43,"cauc","yes","northeast","no"
878.44,14,6,"cauc","yes","northeast","no"
890.31,15,18,"cauc","yes","northeast","no"
498.58,12,20,"afam","yes","northeast","no"
830.96,12,32,"cauc","yes","northeast","no"
497.86,18,14,"cauc","yes","northeast","no"
668.72,12,44,"cauc","yes","northeast","no"
284.9,12,19,"cauc","yes","northeast","no"
332.38,8,37,"afam","yes","northeast","no"
1187.08,16,14,"cauc","yes","northeast","no"
2374.15,16,17,"cauc","yes","northeast","no"
332.38,16,3,"cauc","yes","northeast","no"
474.83,12,33,"cauc","yes","northeast","no"
427.35,14,1,"cauc","yes","northeast","no"
878.44,12,9,"cauc","yes","northeast","no"
949.67,16,20,"cauc","yes","northeast","no"
1020.89,18,31,"cauc","yes","northeast","no"
1187.08,16,7,"cauc","yes","northeast","no"
1039.89,17,41,"cauc","yes","northeast","no"
2374.15,18,19,"cauc","yes","northeast","no"
308.64,13,0,"afam","yes","northeast","no"
909.68,12,30,"cauc","yes","northeast","no"
848.77,12,4,"cauc","yes","northeast","no"
1668.34,12,10,"cauc","yes","northeast","no"
478.63,16,45,"cauc","yes","northeast","no"
403.61,12,47,"cauc","yes","northeast","no"
641.03,10,36,"cauc","yes","northeast","no"
403.29,10,5,"cauc","yes","northeast","no"
522.32,12,29,"cauc","yes","northeast","no"
1517.79,12,29,"cauc","yes","northeast","no"
816.07,12,3,"cauc","yes","northeast","no"
110.54,12,2,"cauc","yes","northeast","yes"
498.58,16,42,"cauc","yes","northeast","no"
296.77,12,27,"afam","yes","northeast","no"
569.8,12,38,"cauc","yes","northeast","no"
593.54,14,30,"cauc","yes","northeast","no"
740.74,18,20,"cauc","yes","northeast","no"
1209.37,10,44,"cauc","yes","northeast","no"
783.48,12,20,"cauc","yes","northeast","no"
925.93,12,28,"cauc","yes","northeast","no"
462.96,12,13,"cauc","yes","northeast","no"
231.48,12,46,"cauc","yes","northeast","yes"
830.96,12,12,"cauc","yes","northeast","no"
1028.81,17,3,"cauc","yes","northeast","no"
949.67,12,39,"cauc","yes","northeast","no"
712.25,12,16,"cauc","yes","northeast","no"
712.25,11,31,"cauc","yes","northeast","no"
830.96,12,25,"cauc","yes","northeast","no"
293.94,15,0,"cauc","yes","northeast","no"
712.25,12,29,"cauc","yes","northeast","no"
1305.79,16,12,"cauc","yes","northeast","no"
925.93,6,27,"cauc","yes","northeast","no"
182.34,12,3,"cauc","yes","northeast","no"
284.9,12,26,"cauc","yes","northeast","no"
474.83,18,38,"cauc","yes","northeast","no"
284.9,12,6,"cauc","yes","northeast","no"
735.99,12,45,"cauc","yes","northeast","no"
237.42,15,12,"afam","yes","northeast","no"
949.67,10,11,"afam","yes","northeast","no"
474.83,11,17,"afam","yes","northeast","no"
320.51,12,9,"afam","yes","northeast","no"
301.04,12,20,"cauc","yes","northeast","no"
209.88,5,31,"afam","yes","northeast","no"
2374.15,16,20,"cauc","yes","northeast","no"
593.54,16,8,"cauc","yes","northeast","no"
807.22,12,24,"cauc","yes","northeast","no"
593.54,12,11,"cauc","yes","northeast","no"
151.17,9,21,"afam","yes","northeast","no"
1024.41,15,32,"cauc","yes","northeast","no"
1187.08,13,18,"cauc","yes","northeast","no"
474.83,16,6,"cauc","yes","northeast","no"
664.77,16,2,"cauc","yes","northeast","no"
522.32,12,3,"cauc","yes","northeast","no"
557.93,12,30,"afam","yes","northeast","no"
131.17,12,0,"afam","yes","northeast","yes"
759.73,12,13,"cauc","yes","northeast","no"
115.74,16,14,"cauc","yes","northeast","no"
532.56,14,7,"cauc","yes","northeast","no"
641.03,17,11,"cauc","yes","northeast","no"
308.64,12,6,"cauc","yes","northeast","no"
325.79,12,42,"cauc","yes","northeast","no"
164.61,16,0,"cauc","yes","northeast","no"
617.28,16,21,"cauc","yes","northeast","no"
391.74,14,4,"cauc","yes","northeast","no"
402.58,16,2,"cauc","yes","northeast","no"
474.83,18,4,"cauc","yes","northeast","no"
688.51,16,10,"cauc","yes","northeast","no"
1020.89,13,33,"cauc","yes","northeast","no"
973.41,18,4,"cauc","yes","northeast","no"
569.8,12,31,"cauc","yes","northeast","no"
214.71,12,2,"cauc","yes","northeast","no"
1068.38,12,11,"cauc","yes","northeast","no"
652.9,16,19,"cauc","yes","northeast","no"
641.03,12,8,"cauc","yes","northeast","no"
312.42,12,7,"cauc","yes","northeast","no"
403.61,13,5,"cauc","yes","northeast","no"
586.42,13,17,"cauc","yes","northeast","no"
2519.5,18,20,"cauc","yes","northeast","no"
1187.08,17,22,"cauc","yes","northeast","no"
949.67,17,21,"cauc","yes","northeast","no"
1080.25,16,17,"cauc","yes","northeast","no"
1424.5,18,11,"cauc","yes","northeast","no"
604.23,13,8,"cauc","yes","northeast","no"
2374.15,18,16,"cauc","yes","northeast","no"
466.39,12,5,"cauc","yes","northeast","no"
700.38,16,4,"cauc","yes","northeast","no"
830.96,18,7,"cauc","yes","northeast","no"
284.88,7,42,"afam","yes","northeast","no"
356.1,8,37,"afam","yes","northeast","no"
427.35,12,18,"afam","yes","northeast","no"
949.67,11,36,"afam","yes","northeast","no"
356.13,12,6,"cauc","yes","northeast","no"
474.83,10,24,"cauc","yes","northeast","no"
451.09,9,51,"cauc","yes","northeast","no"
271.6,13,11,"cauc","yes","northeast","no"
593.54,10,11,"cauc","yes","northeast","no"
712.25,12,18,"afam","yes","northeast","no"
469.14,12,8,"afam","yes","northeast","no"
459.37,16,12,"cauc","yes","northeast","no"
167.76,10,23,"cauc","yes","northeast","no"
403.61,9,16,"cauc","yes","northeast","no"
830.96,12,18,"cauc","yes","northeast","no"
522.32,12,17,"cauc","yes","northeast","no"
593.54,16,4,"cauc","yes","northeast","no"
546.06,18,18,"cauc","yes","northeast","no"
474.83,11,15,"cauc","yes","northeast","no"
474.83,12,16,"cauc","yes","northeast","no"
474.83,12,6,"cauc","yes","northeast","no"
617.28,12,2,"cauc","yes","northeast","no"
830.96,12,11,"cauc","yes","northeast","no"
522.32,16,3,"cauc","yes","northeast","no"
1946.82,18,20,"cauc","yes","northeast","no"
997.15,16,20,"cauc","yes","northeast","no"
1424.5,12,34,"cauc","yes","northeast","no"
237.42,16,0,"cauc","yes","northeast","no"
569.8,12,6,"cauc","yes","northeast","no"
949.67,11,45,"cauc","yes","northeast","no"
949.67,16,20,"cauc","yes","northeast","no"
593.54,14,49,"cauc","yes","northeast","no"
293.3,7,21,"afam","yes","northeast","no"
281.48,14,18,"cauc","yes","northeast","no"
332.38,13,29,"afam","yes","northeast","no"
474.83,14,13,"cauc","yes","northeast","no"
1028.81,12,27,"cauc","yes","northeast","no"
641.03,15,6,"cauc","yes","northeast","no"
899.81,12,12,"cauc","yes","northeast","no"
451.09,11,42,"cauc","yes","northeast","no"
522.32,12,5,"cauc","yes","northeast","no"
498.58,12,37,"cauc","yes","northeast","no"
759.73,10,40,"cauc","yes","northeast","no"
997.15,16,14,"cauc","yes","northeast","no"
593.54,12,11,"cauc","yes","northeast","no"
379.87,16,0,"cauc","yes","northeast","no"
237.42,16,2,"afam","yes","northeast","no"
626.52,13,22,"cauc","yes","northeast","no"
432.1,12,20,"cauc","yes","northeast","no"
289.35,12,1,"cauc","yes","northeast","no"
1044.63,12,42,"cauc","yes","northeast","no"
411.52,12,12,"cauc","yes","northeast","no"
830.96,12,12,"cauc","yes","northeast","no"
1234.57,13,23,"cauc","yes","northeast","no"
1153.85,14,21,"cauc","yes","northeast","no"
1305.79,16,16,"cauc","yes","northeast","no"
104.46,14,8,"cauc","yes","northeast","no"
712.25,16,39,"cauc","yes","northeast","no"
1661.92,15,32,"cauc","yes","northeast","no"
462.96,14,5,"cauc","yes","northeast","no"
118.71,14,3,"cauc","yes","northeast","no"
735.99,14,12,"cauc","yes","northeast","no"
617.28,12,5,"cauc","yes","northeast","no"
401.23,12,6,"cauc","yes","northeast","no"
78.35,12,0,"cauc","yes","northeast","yes"
593.54,3,43,"cauc","yes","northeast","no"
902.18,17,19,"cauc","yes","northeast","no"
410.78,12,26,"cauc","yes","northeast","no"
849.5,8,18,"cauc","yes","northeast","no"
488.68,12,3,"cauc","yes","northeast","no"
363.01,0,47,"cauc","yes","northeast","no"
197.53,12,0,"cauc","yes","northeast","no"
641.03,10,39,"cauc","yes","northeast","no"
432.69,12,22,"cauc","yes","northeast","no"
1139.6,12,6,"cauc","yes","northeast","no"
435.73,14,5,"cauc","yes","northeast","no"
